Respondent_ID,Age,Annual_Income,Satisfaction_Score,Work_Hours_Per_Week,Spending_Score,Gender,Education_Level,Employment_Status
6003,25,36315,4.54,40,53.03,Prefer not to say,Master's Degree,Student
6004,29,43062,1.17,58,29.85,Female,Doctorate,Unemployed
6005,32,55142,1.85,35,24.87,Female,High School,Student
6006,43,77276,3.77,35,70.94,Prefer not to say,Bachelor's Degree,Employed
6007,31,42739,4.3,50,34.05,Male,Associate Degree,Self-employed
6008,19,62071,4.23,50,60.4,Prefer not to say,Master's Degree,Student
6009,46,45079,4.14,41,71.23,Non-binary,Associate Degree,Retired
6010,26,51657,1.52,73,43.05,Prefer not to say,High School,Unemployed
6011,34,72730,2.59,37,19.34,Prefer not to say,Master's Degree,Retired
6012,39,61464,4.94,27,86.08,Non-binary,Doctorate,Unemployed
6013,36,31380,4.96,29,9.35,Prefer not to say,Doctorate,Retired
6014,45,41412,3.41,37,82.95,Prefer not to say,Master's Degree,Self-employed
6015,39,68843,3.84,55,83.67,Non-binary,Doctorate,Self-employed
6016,26,52128,4.81,38,57.1,Prefer not to say,High School,Employed
6017,56,32767,2.8,55,62.95,Prefer not to say,Bachelor's Degree,Retired
6018,36,37715,1.55,44,35.8,Female,Bachelor's Degree,Employed
6019,33,60552,3.68,50,84.16,Non-binary,High School,Retired
6020,44,64916,4.84,43,26.37,Female,Doctorate,Self-employed
6021,37,50267,3.79,43,55.98,Non-binary,Bachelor's Degree,Employed
6022,38,87129,4.21,47,0.18,Male,Doctorate,Unemployed
6023,59,62362,2.69,34,93.98,Female,Doctorate,Self-employed
6024,32,46347,1.39,34,94.83,Male,Associate Degree,Student
6025,31,37764,1.68,43,71.04,Prefer not to say,Bachelor's Degree,Self-employed
6026,36,35376,4.93,59,42.32,Male,Doctorate,Self-employed
6027,45,55031,2.97,24,17.86,Prefer not to say,Associate Degree,Student
6028,19,42668,1.05,19,49.25,Male,High School,Retired
6029,18,75106,4.82,37,79.14,Prefer not to say,Bachelor's Degree,Student
6030,29,71994,2.99,50,60.53,Prefer not to say,High School,Retired
6031,18,59495,4.35,40,52.75,Male,High School,Employed
6032,30,32315,3.19,28,84.94,Female,Master's Degree,Employed
6033,40,39916,1.41,40,31.31,Non-binary,Bachelor's Degree,Employed
6034,26,68835,3.46,22,86,Female,High School,Student
6035,20,41554,4.99,46,43.95,Male,High School,Retired
6036,35,66832,1.14,36,0.24,Prefer not to say,High School,Unemployed
6037,43,57119,4.37,39,73.19,Male,Doctorate,Self-employed
6038,18,50775,1.94,44,87.78,Non-binary,Bachelor's Degree,Student
6039,43,39457,2.58,42,48.44,Male,Bachelor's Degree,Employed
6040,43,48586,2.49,34,45.47,Female,Bachelor's Degree,Unemployed
6041,44,52844,4.6,50,80.54,Prefer not to say,Bachelor's Degree,Retired
6042,47,65488,3.02,47,88.48,Female,Bachelor's Degree,Retired
6043,57,36713,2.79,22,97.44,Prefer not to say,High School,Retired
6044,31,46057,4.27,37,34.57,Female,Associate Degree,Student
6045,36,50672,1.2,29,59.47,Female,Master's Degree,Self-employed
6046,30,59940,1.35,27,82.29,Male,Bachelor's Degree,Self-employed
6047,35,36373,1.09,45,53.19,Non-binary,Doctorate,Unemployed
6048,50,30251,3.75,35,46.19,Female,Associate Degree,Employed
6049,21,60109,3.1,38,57.19,Male,Doctorate,Employed
6050,26,27230,4.5,33,35.69,Prefer not to say,High School,Employed
6051,48,69274,2.99,43,19.21,Prefer not to say,Master's Degree,Employed
6052,45,47661,1.89,46,6.66,Female,High School,Unemployed
6053,31,26787,4.22,61,61,Prefer not to say,High School,Unemployed
6054,43,42793,2.18,38,37.91,Non-binary,Bachelor's Degree,Retired
6055,38,55686,4.74,25,88.3,Male,Doctorate,Student
6056,50,42009,2,34,22.3,Female,Bachelor's Degree,Self-employed
6057,35,50300,1.67,48,31.07,Non-binary,High School,Unemployed
6058,45,61101,2.97,32,97.05,Male,Master's Degree,Self-employed
6059,61,46967,1.2,25,55.63,Male,Associate Degree,Retired
6060,40,35944,1.15,32,34.68,Female,High School,Retired
6061,35,45515,2.98,34,86.09,Prefer not to say,High School,Unemployed
6062,42,71222,1.86,29,74.34,Male,High School,Employed
6063,31,75275,1.04,42,57.31,Male,Doctorate,Student
6064,58,20000,2.18,39,88.91,Prefer not to say,Associate Degree,Self-employed
6065,36,66365,2.91,47,9.4,Prefer not to say,Master's Degree,Self-employed
6066,32,53752,2.58,35,39.45,Female,High School,Retired
6067,26,63859,1.54,45,81.06,Female,Associate Degree,Self-employed
6068,45,41742,3.32,35,38.59,Male,High School,Employed
6069,43,23476,3.84,28,92.67,Prefer not to say,Associate Degree,Unemployed
6070,30,58767,3.7,34,15.25,Female,Associate Degree,Student
6071,40,35885,2.58,23,33.66,Female,Doctorate,Student
6072,19,29175,1.55,57,42.57,Prefer not to say,Doctorate,Employed
6073,36,30223,3,41,68.7,Prefer not to say,Associate Degree,Self-employed
6074,39,59013,4.56,32,19.53,Male,Bachelor's Degree,Employed
6075,52,52091,2.87,36,0.99,Prefer not to say,High School,Student
6076,27,61736,1.78,15,97.65,Female,Doctorate,Employed
6077,22,60036,1.37,54,89.88,Prefer not to say,Associate Degree,Student
6078,26,43685,4.78,53,30.02,Non-binary,Bachelor's Degree,Self-employed
6079,21,48942,3.97,41,48.35,Male,Associate Degree,Student
6080,48,42328,2.25,43,48.89,Prefer not to say,Master's Degree,Employed
6081,50,46845,2.18,27,86.92,Male,Associate Degree,Retired
6082,38,35491,4.58,28,59.71,Prefer not to say,Master's Degree,Student
6083,47,55857,1.71,23,82.64,Non-binary,Doctorate,Retired
6084,36,66126,3.14,38,91.2,Female,Doctorate,Retired
6085,34,37750,3.85,50,56.6,Female,Associate Degree,Retired
6086,31,69219,2.59,36,28.55,Female,Doctorate,Employed
6087,31,51702,1.16,43,49.87,Male,Associate Degree,Employed
6088,19,53616,1.91,49,85.09,Female,Associate Degree,Self-employed
6089,37,24508,4.61,23,58.36,Female,Master's Degree,Student
6090,34,22891,3.09,58,89.57,Male,High School,Unemployed
6091,42,52161,4.26,51,89.54,Male,Associate Degree,Retired
6092,35,61845,3.22,45,37.34,Female,High School,Student
6093,33,39929,4.77,49,44.81,Prefer not to say,Bachelor's Degree,Retired
6094,26,75051,4.64,49,67.79,Non-binary,Doctorate,Self-employed
6095,35,61024,2.93,42,11.11,Male,Bachelor's Degree,Employed
6096,42,36374,2.27,54,46.56,Non-binary,Bachelor's Degree,Unemployed
6097,23,50462,3.41,35,14.94,Non-binary,Associate Degree,Employed
6098,35,87153,3.7,44,84.8,Male,Bachelor's Degree,Self-employed
6099,37,31361,2.99,53,94.28,Non-binary,Associate Degree,Self-employed
6100,27,57924,4.29,13,14.15,Prefer not to say,Doctorate,Retired
6101,29,45158,1.73,44,66.73,Female,Doctorate,Employed
6102,37,60603,2.34,47,63.65,Prefer not to say,Bachelor's Degree,Employed
6103,23,69009,3.75,22,76.01,Non-binary,Associate Degree,Unemployed
6104,38,44206,1.99,42,69.58,Female,Master's Degree,Student
6105,26,66783,2.76,32,21.71,Male,Master's Degree,Self-employed
6106,45,83318,4.85,43,29.12,Prefer not to say,High School,Retired
6107,58,50994,3.5,39,16.52,Female,High School,Unemployed
6108,26,61773,4.8,30,92.11,Male,High School,Employed
6109,40,41143,3.89,51,52.18,Prefer not to say,Bachelor's Degree,Retired
6110,27,50288,3.9,35,97.62,Prefer not to say,Associate Degree,Self-employed
6111,45,47349,3.37,42,44.93,Prefer not to say,High School,Self-employed
6112,22,61954,1.57,53,55.27,Prefer not to say,Associate Degree,Student
6113,39,68070,3.08,30,78.93,Non-binary,Bachelor's Degree,Employed
6114,26,48355,2.01,40,79.72,Male,Associate Degree,Self-employed
6115,32,73004,4.99,35,23.11,Female,Associate Degree,Retired
6116,24,72950,2.07,37,28.83,Male,Bachelor's Degree,Retired
6117,43,62702,1.92,61,9.78,Non-binary,Master's Degree,Retired
6118,26,42259,3.5,44,80.55,Non-binary,Associate Degree,Employed
6119,40,40822,3.04,43,79.39,Female,Associate Degree,Employed
6120,31,37814,1.09,45,8.13,Female,Doctorate,Self-employed
6121,33,64237,1.52,44,25.74,Male,Doctorate,Student
6122,36,31823,4.24,21,44.99,Prefer not to say,High School,Student
6123,27,60152,2.93,62,54.18,Female,High School,Student
6124,37,33783,1.58,25,52.25,Male,Bachelor's Degree,Unemployed
6125,50,62353,2.86,57,98.31,Female,Bachelor's Degree,Employed
6126,27,50258,2.01,46,76.41,Non-binary,Doctorate,Employed
6127,46,70004,1.89,41,11.32,Non-binary,Doctorate,Self-employed
6128,49,67121,4.83,36,29.35,Prefer not to say,High School,Retired
6129,26,71525,2.45,66,34.54,Prefer not to say,Doctorate,Employed
6130,20,71912,1.19,46,31.51,Prefer not to say,Associate Degree,Student
6131,38,52154,4.88,40,78.59,Prefer not to say,Associate Degree,Unemployed
6132,29,32618,4.18,34,36.06,Female,Doctorate,Retired
6133,53,34212,2.02,33,49.24,Male,Bachelor's Degree,Retired
6134,35,20000,2.64,40,53.35,Non-binary,High School,Unemployed
6135,26,33745,4.45,30,27.04,Male,Associate Degree,Unemployed
6136,23,51032,2.43,46,32.27,Non-binary,Bachelor's Degree,Employed
6137,45,41605,3.27,33,78,Female,Doctorate,Unemployed
6138,29,47297,3.14,50,86.67,Female,High School,Self-employed
6139,35,57390,2.61,49,3.71,Prefer not to say,High School,Retired
6140,44,45439,3.56,39,60.52,Female,Bachelor's Degree,Retired
6141,30,33172,2.89,45,63.34,Non-binary,Bachelor's Degree,Student
6142,34,49201,1.08,46,73.73,Prefer not to say,Bachelor's Degree,Employed
6143,34,36522,4.26,25,69.38,Female,Doctorate,Student
6144,41,45938,1.45,57,87.74,Female,Doctorate,Employed
6145,40,70141,2.86,37,7.85,Female,Bachelor's Degree,Employed
6146,32,45942,3.32,46,38.84,Male,Doctorate,Employed
6147,35,76564,3.82,47,78.21,Female,High School,Self-employed
6148,31,71474,2.64,15,84.66,Male,Master's Degree,Unemployed
6149,20,41310,3.94,33,26.48,Prefer not to say,Doctorate,Unemployed
6150,37,33333,1.53,48,58.53,Male,High School,Self-employed
6151,53,49211,3.61,40,18.08,Non-binary,Master's Degree,Student
6152,26,67299,4.31,46,85.09,Female,Master's Degree,Employed
6153,27,42647,4.56,40,73.04,Prefer not to say,Bachelor's Degree,Self-employed
6154,26,63621,3.32,52,22.21,Non-binary,Bachelor's Degree,Student
6155,42,68126,2.25,41,62.38,Female,High School,Unemployed
6156,39,38389,1.65,54,50.93,Male,Bachelor's Degree,Retired
6157,33,39859,2.38,30,25.88,Non-binary,Master's Degree,Employed
6158,25,60689,3.16,38,89.31,Male,High School,Employed
6159,35,52277,1.79,34,14.78,Female,High School,Employed
6160,19,39709,4.81,43,46.75,Non-binary,High School,Unemployed
6161,36,44717,4.59,37,58.28,Female,Bachelor's Degree,Employed
6162,43,48942,1.13,37,82.35,Non-binary,Bachelor's Degree,Employed
6163,22,26527,3.25,32,15.02,Female,Bachelor's Degree,Unemployed
6164,19,61484,4.16,35,60.92,Male,Doctorate,Self-employed
6165,50,42819,1.98,39,0.66,Prefer not to say,Doctorate,Student
6166,28,20000,3.1,19,82.26,Male,Doctorate,Retired
6167,46,49641,2.62,16,23.47,Prefer not to say,High School,Student
6168,33,38876,1.79,40,72.09,Non-binary,Bachelor's Degree,Unemployed
6169,33,75332,3.46,12,60.19,Female,Doctorate,Unemployed
6170,39,41218,4.97,38,5.01,Female,High School,Student
6171,26,33535,2.46,36,18.32,Male,Master's Degree,Unemployed
6172,36,57618,3.21,45,26.77,Prefer not to say,Doctorate,Retired
6173,31,40093,2.31,33,88.67,Prefer not to say,High School,Employed
6174,21,38308,4.51,55,48.08,Non-binary,Associate Degree,Self-employed
6175,38,57642,4.46,48,91.35,Female,Doctorate,Retired
6176,32,34392,1.72,24,4.74,Prefer not to say,Master's Degree,Unemployed
6177,33,28140,4.6,37,0.66,Prefer not to say,High School,Self-employed
6178,22,75889,1.61,55,94.82,Female,Doctorate,Student
6179,50,58692,1.38,33,72.39,Male,Doctorate,Employed
6180,43,46036,3.61,39,78.33,Female,Associate Degree,Student
6181,44,49947,2.54,54,91.58,Prefer not to say,High School,Self-employed
6182,31,57587,3.12,34,98.45,Male,High School,Employed
6183,18,64600,3.61,51,9.77,Non-binary,High School,Student
6184,54,38660,1.21,30,15.83,Female,Bachelor's Degree,Self-employed
6185,34,55492,2.17,11,18.86,Female,Associate Degree,Employed
6186,27,42399,2.84,52,81.84,Male,High School,Unemployed
6187,39,47165,2.07,44,35.55,Prefer not to say,Associate Degree,Employed
6188,46,52410,1.2,45,59.33,Male,Bachelor's Degree,Self-employed
6189,34,49899,1.35,29,85.52,Female,High School,Retired
6190,47,61033,4.21,29,68.32,Male,Associate Degree,Self-employed
6191,45,57306,4.65,51,6.54,Male,Associate Degree,Retired
6192,24,27377,1.61,42,44.57,Non-binary,Bachelor's Degree,Student
6193,28,29632,2,38,6.75,Prefer not to say,Associate Degree,Unemployed
6194,44,44454,3.61,42,47.88,Male,Bachelor's Degree,Employed
6195,18,77429,4.82,55,21.93,Female,Doctorate,Self-employed
6196,33,37226,2.2,47,0.13,Male,Associate Degree,Unemployed
6197,20,46876,4.42,35,81.32,Prefer not to say,Bachelor's Degree,Retired
6198,30,41954,3.02,25,96.94,Prefer not to say,Master's Degree,Retired
6199,32,41689,4.83,45,96.41,Female,High School,Self-employed
6200,31,52673,1.55,30,29.92,Prefer not to say,High School,Retired
6201,29,71011,4.89,28,82.88,Female,High School,Unemployed
6202,24,56839,2.76,53,67.88,Prefer not to say,Bachelor's Degree,Unemployed
6203,57,37947,4.81,48,80.01,Male,Bachelor's Degree,Unemployed
6204,53,91298,2.83,43,84.62,Female,High School,Self-employed
6205,23,51178,3.12,27,98.03,Prefer not to say,Bachelor's Degree,Retired
6206,50,41341,4.22,57,15.17,Non-binary,Associate Degree,Retired
6207,31,71181,3.89,50,76.97,Non-binary,Associate Degree,Student
6208,36,42963,3.48,36,73.42,Female,Associate Degree,Employed
6209,34,74943,2.67,34,28.77,Non-binary,Doctorate,Employed
6210,28,36940,4.17,40,39.26,Male,High School,Retired
6211,44,71450,4.79,35,17.68,Male,Master's Degree,Retired
6212,36,53015,1.04,62,91.33,Prefer not to say,High School,Unemployed
6213,30,69365,3.35,36,87.93,Male,Associate Degree,Self-employed
6214,21,78526,4.46,29,61.4,Female,High School,Retired
6215,26,33010,3.61,55,51.16,Male,Doctorate,Student
6216,18,69136,4.2,34,23.29,Prefer not to say,Associate Degree,Student
6217,35,28866,4.58,47,78.96,Male,Doctorate,Retired
6218,23,34292,4,46,0.82,Prefer not to say,Doctorate,Employed
6219,32,37948,3.87,39,46.28,Female,Doctorate,Self-employed
6220,48,57554,4.86,30,86.06,Non-binary,Associate Degree,Student
6221,46,50495,4.45,39,61.85,Male,Doctorate,Retired
6222,34,47492,4.26,28,63.51,Prefer not to say,Doctorate,Retired
6223,34,52193,1.35,39,7.07,Female,Master's Degree,Unemployed
6224,53,58869,1.96,47,28.67,Non-binary,High School,Student
6225,40,60023,3.23,57,67.39,Non-binary,Master's Degree,Unemployed
6226,31,66412,3.84,29,4.96,Non-binary,High School,Self-employed
6227,20,77300,2.21,37,33.09,Male,Associate Degree,Self-employed
6228,38,49679,1.37,34,35.39,Non-binary,Master's Degree,Student
6229,43,42183,2.24,42,49.87,Non-binary,Bachelor's Degree,Unemployed
6230,28,59203,4.08,24,36.24,Non-binary,Associate Degree,Employed
6231,37,32836,4.51,30,45.41,Male,Associate Degree,Unemployed
6232,31,39819,4.65,23,54.7,Female,High School,Student
6233,33,64990,2.52,25,12.83,Non-binary,High School,Student
6234,18,48138,2.49,33,18.05,Female,Doctorate,Unemployed
6235,32,31877,2.63,56,83.25,Non-binary,Bachelor's Degree,Retired
6236,44,27652,2.5,43,45.98,Non-binary,Associate Degree,Retired
6237,28,50730,3.66,40,35.52,Male,Associate Degree,Employed
6238,35,67128,2.43,53,43.39,Non-binary,Master's Degree,Employed
6239,27,66928,1.08,43,17.48,Prefer not to say,High School,Employed
6240,38,51663,2.76,44,23.98,Non-binary,Master's Degree,Student
6241,32,80133,1.9,35,51.55,Female,High School,Student
6242,25,48427,1.12,33,35.89,Prefer not to say,High School,Retired
6243,48,47921,2.88,26,47.55,Male,Master's Degree,Unemployed
6244,44,20000,1.82,33,14.97,Prefer not to say,Master's Degree,Self-employed
6245,28,43289,2.81,37,15.65,Prefer not to say,Master's Degree,Unemployed
6246,39,62780,2.11,43,38.39,Prefer not to say,High School,Retired
6247,40,73459,3.41,39,37.89,Prefer not to say,Bachelor's Degree,Retired
6248,41,37546,4.96,36,88.33,Prefer not to say,Master's Degree,Retired
6249,18,56933,3.19,30,3.35,Female,High School,Retired
6250,45,65703,3.59,43,99.29,Prefer not to say,Master's Degree,Student
6251,29,50168,4.68,35,95.65,Female,Bachelor's Degree,Employed
6252,31,20000,2.5,43,54.23,Female,Bachelor's Degree,Employed
6253,61,53709,1.67,20,71.88,Female,Doctorate,Unemployed
6254,38,61421,2.13,43,93.53,Male,Doctorate,Unemployed
6255,31,35788,2.61,47,25.12,Prefer not to say,Bachelor's Degree,Retired
6256,18,46187,3.58,46,31.56,Non-binary,Master's Degree,Retired
6257,48,32667,1.02,38,11.09,Male,Doctorate,Self-employed
6258,21,20000,4.41,49,56.38,Non-binary,High School,Employed
6259,24,65405,1.3,27,15.94,Prefer not to say,Bachelor's Degree,Retired
6260,31,49943,4.6,39,93.09,Prefer not to say,Master's Degree,Unemployed
6261,49,73965,4.8,38,43.16,Non-binary,High School,Unemployed
6262,42,62859,4.96,50,91.97,Female,Bachelor's Degree,Unemployed
6263,33,44686,4.24,19,20.51,Prefer not to say,Bachelor's Degree,Self-employed
6264,38,48752,1.57,29,69.4,Non-binary,Master's Degree,Retired
6265,28,58492,3.82,57,64.76,Male,Master's Degree,Retired
6266,36,64503,1.81,15,39.97,Non-binary,Associate Degree,Retired
6267,35,54840,4.59,48,89.83,Male,Master's Degree,Self-employed
6268,44,66583,2.27,32,43.48,Male,High School,Retired
6269,44,45549,2.31,42,19.84,Prefer not to say,Doctorate,Employed
6270,39,35042,4.67,54,97.7,Male,Master's Degree,Retired
6271,31,49027,1.05,42,44.15,Prefer not to say,Master's Degree,Retired
6272,42,53077,1.78,54,20.81,Non-binary,Doctorate,Unemployed
6273,34,31976,2.69,35,36.36,Female,Doctorate,Retired
6274,24,29949,3.8,36,61.35,Male,Bachelor's Degree,Student
6275,30,56710,3.59,47,51.2,Prefer not to say,Bachelor's Degree,Self-employed
6276,35,43904,3.68,35,63.51,Female,Doctorate,Unemployed
6277,44,47512,4.52,45,66.19,Male,Doctorate,Self-employed
6278,33,44604,1.48,51,12.34,Non-binary,Doctorate,Student
6279,22,72809,3.09,48,31.49,Male,High School,Unemployed
6280,35,68926,3.9,24,74.87,Non-binary,Associate Degree,Unemployed
6281,36,31439,3.54,36,65.04,Non-binary,High School,Student
6282,36,42008,2.79,42,8.83,Non-binary,Associate Degree,Student
6283,44,62750,1.07,37,31.51,Non-binary,Bachelor's Degree,Employed
6284,45,59029,1.24,40,93.13,Prefer not to say,Doctorate,Unemployed
6285,29,49378,1.48,42,86.2,Prefer not to say,High School,Self-employed
6286,28,32935,2.37,34,67.06,Prefer not to say,Doctorate,Retired
6287,24,39761,1.47,38,7.29,Female,Doctorate,Student
6288,41,42248,2.7,28,60.71,Non-binary,Doctorate,Employed
6289,49,54154,1.71,35,1.22,Male,High School,Student
6290,31,75555,4.12,24,66.11,Female,Doctorate,Self-employed
6291,32,39696,4.49,41,73.12,Female,Bachelor's Degree,Retired
6292,49,34609,2.56,38,49.72,Female,Associate Degree,Retired
6293,40,48371,3.05,30,0.38,Female,Master's Degree,Student
6294,39,65476,4.81,57,66.66,Male,Bachelor's Degree,Retired
6295,23,28296,3.14,37,81.97,Non-binary,Associate Degree,Retired
6296,41,71804,4.98,42,58.59,Male,Master's Degree,Self-employed
6297,25,47419,1.57,33,70.92,Non-binary,Doctorate,Student
6298,23,38985,4.45,35,9.03,Female,Bachelor's Degree,Employed
6299,31,25997,2.99,43,71.53,Female,Master's Degree,Employed
6300,29,60597,1.09,36,61.42,Prefer not to say,Master's Degree,Unemployed
6301,32,47432,4.89,40,33.1,Prefer not to say,Master's Degree,Self-employed
6302,20,52560,4.86,48,68.53,Female,Doctorate,Student
6303,44,36487,2.53,34,64.56,Female,Associate Degree,Retired
6304,46,45213,4.82,26,59.95,Non-binary,Associate Degree,Self-employed
6305,18,42701,1.56,24,18.29,Female,Bachelor's Degree,Student
6306,44,48491,3.72,54,29.62,Non-binary,Doctorate,Student
6307,26,39956,1.77,49,99.14,Female,Associate Degree,Self-employed
6308,43,26987,1.99,46,43.31,Male,Bachelor's Degree,Self-employed
6309,34,90927,4.12,35,5.94,Female,Associate Degree,Self-employed
6310,35,29548,2.51,26,89.9,Non-binary,High School,Unemployed
6311,33,52721,1.03,37,17.29,Non-binary,Doctorate,Retired
6312,47,23419,2.66,39,40.35,Male,High School,Self-employed
6313,22,20044,1.91,28,27.8,Non-binary,Associate Degree,Unemployed
6314,41,51467,3.73,25,96.39,Prefer not to say,Associate Degree,Employed
6315,46,52615,1.78,22,37.81,Male,High School,Unemployed
6316,42,68922,4.37,46,70.87,Female,Doctorate,Retired
6317,58,55993,2.07,27,59.84,Female,Bachelor's Degree,Employed
6318,29,47752,2.57,43,4.3,Female,Master's Degree,Self-employed
6319,44,35755,2.19,36,38.43,Non-binary,High School,Self-employed
6320,33,72485,3.58,45,39,Female,Doctorate,Self-employed
6321,47,63932,1.4,43,98.98,Female,Doctorate,Self-employed
6322,34,31305,2.91,37,81.19,Female,Master's Degree,Employed
6323,31,50569,2.34,41,85.67,Prefer not to say,Bachelor's Degree,Unemployed
6324,48,52160,4.54,38,31.35,Prefer not to say,Bachelor's Degree,Unemployed
6325,30,44815,1.29,33,32.91,Prefer not to say,Associate Degree,Student
6326,20,61577,4.32,49,51.56,Female,Associate Degree,Unemployed
6327,29,62475,1.67,35,63.1,Female,High School,Unemployed
6328,41,47142,1.35,39,72.83,Non-binary,Bachelor's Degree,Unemployed
6329,48,45786,1.81,25,82.08,Non-binary,High School,Unemployed
6330,36,72484,1.41,42,87.32,Non-binary,Associate Degree,Unemployed
6331,48,63992,3.08,33,2.46,Non-binary,High School,Employed
6332,21,51085,4.95,35,79.61,Female,Master's Degree,Retired
6333,30,25561,1.14,31,61.08,Non-binary,High School,Retired
6334,32,55160,2.84,38,53.21,Male,Associate Degree,Student
6335,33,60471,2.54,19,62.85,Female,Associate Degree,Unemployed
6336,35,20000,2.36,46,88.19,Female,Master's Degree,Self-employed
6337,41,53778,2.33,39,54.53,Male,Master's Degree,Retired
6338,30,43749,4.58,35,16.22,Non-binary,Bachelor's Degree,Self-employed
6339,36,46687,1.08,24,43.68,Male,Master's Degree,Student
6340,34,36389,4.1,44,92.45,Non-binary,Master's Degree,Self-employed
6341,25,47777,2.01,33,81.45,Male,Bachelor's Degree,Unemployed
6342,33,70879,2.53,53,20.3,Female,Master's Degree,Unemployed
6343,33,43304,2.68,44,71.41,Non-binary,Doctorate,Employed
6344,33,64483,2.22,55,25.62,Non-binary,Doctorate,Unemployed
6345,35,37905,1.37,41,34.85,Non-binary,Doctorate,Retired
6346,35,61381,1.46,50,46.89,Female,Master's Degree,Unemployed
6347,30,50024,2.19,44,44.09,Non-binary,Associate Degree,Unemployed
6348,47,55280,4.29,35,2.93,Male,Associate Degree,Self-employed
6349,23,50107,1.54,41,77.4,Non-binary,Bachelor's Degree,Student
6350,27,59624,3.97,31,84.64,Non-binary,Associate Degree,Unemployed
6351,62,20000,2.16,60,53.09,Female,Associate Degree,Retired
6352,24,28702,4.53,38,17.3,Male,Bachelor's Degree,Student
6353,21,56256,2.71,40,24.79,Male,Doctorate,Unemployed
6354,42,20000,1.69,43,12.63,Male,Bachelor's Degree,Student
6355,18,42041,4.94,29,16.95,Non-binary,Associate Degree,Retired
6356,32,49184,1.71,53,87.64,Prefer not to say,Associate Degree,Self-employed
6357,56,37577,3.27,29,48.02,Prefer not to say,Bachelor's Degree,Self-employed
6358,19,39626,3.28,27,11.1,Non-binary,Master's Degree,Employed
6359,18,54073,2.49,38,25.47,Female,Associate Degree,Retired
6360,20,65139,4.81,27,94.95,Female,Associate Degree,Unemployed
6361,43,35623,4.38,55,50.93,Non-binary,Bachelor's Degree,Unemployed
6362,46,41374,4.32,37,51.56,Male,Associate Degree,Employed
6363,29,39031,4.9,10,52.56,Male,Master's Degree,Retired
6364,41,20000,2.83,41,11.16,Non-binary,Master's Degree,Student
6365,48,52125,1.39,45,97.03,Male,Bachelor's Degree,Student
6366,52,64020,4.06,35,8.45,Male,High School,Self-employed
6367,32,65249,2.52,26,70,Prefer not to say,Doctorate,Student
6368,18,36938,1.76,38,5.78,Prefer not to say,Master's Degree,Student
6369,26,31224,2.93,35,44.36,Non-binary,Master's Degree,Retired
6370,30,50324,4.7,30,89.97,Prefer not to say,Doctorate,Retired
6371,32,62439,1.69,29,76.84,Prefer not to say,Bachelor's Degree,Employed
6372,33,52322,4.39,41,33.47,Female,Associate Degree,Retired
6373,46,54339,2.67,49,55.13,Non-binary,Bachelor's Degree,Employed
6374,47,67127,1.55,44,16.53,Female,High School,Employed
6375,33,38912,4.39,22,95.61,Prefer not to say,High School,Unemployed
6376,45,46700,4.88,46,70.87,Prefer not to say,Doctorate,Student
6377,38,74519,2.17,47,37.43,Male,High School,Retired
6378,35,47047,2.21,53,31.79,Female,High School,Employed
6379,44,30989,2.56,30,23.86,Female,Doctorate,Student
6380,35,39959,4.26,39,78.65,Non-binary,Doctorate,Retired
6381,55,35927,1.04,45,43.46,Male,Doctorate,Student
6382,20,55357,1.9,34,33.02,Male,Doctorate,Employed
6383,29,36560,3.82,45,90.52,Male,Doctorate,Student
6384,33,54065,2.62,39,15.02,Prefer not to say,Master's Degree,Self-employed
6385,39,38959,2.32,31,26.38,Prefer not to say,Associate Degree,Student
6386,47,20000,4.49,32,34.48,Prefer not to say,Doctorate,Self-employed
6387,34,54599,4.67,52,25.99,Female,Associate Degree,Retired
6388,20,52226,4.79,30,58.54,Female,High School,Employed
6389,43,57766,2.09,28,60.1,Non-binary,Master's Degree,Student
6390,42,39905,4.65,43,5.47,Male,Doctorate,Student
6391,18,38306,3.95,39,14.45,Prefer not to say,Master's Degree,Student
6392,34,56022,1.62,26,19.85,Prefer not to say,Bachelor's Degree,Employed
6393,19,72785,3.44,34,7.03,Male,Associate Degree,Student
6394,28,50167,1.11,31,12.48,Prefer not to say,Doctorate,Retired
6395,25,56368,3.83,33,23.97,Prefer not to say,Associate Degree,Retired
6396,43,45176,3.93,65,34.56,Female,Associate Degree,Retired
6397,36,26845,4.16,36,79.13,Female,Bachelor's Degree,Retired
6398,22,64511,1.69,31,21.79,Prefer not to say,Associate Degree,Unemployed
6399,43,63626,3.51,60,67,Prefer not to say,High School,Unemployed
6400,20,60661,1.72,48,5.79,Female,Associate Degree,Retired
6401,38,47270,4.79,47,65.82,Male,Bachelor's Degree,Student
6402,26,58955,3.7,31,79.47,Male,Bachelor's Degree,Retired
6403,31,63406,1.38,51,60.48,Prefer not to say,Doctorate,Unemployed
6404,40,74302,1.75,48,20.14,Non-binary,High School,Unemployed
6405,40,64827,3.65,41,33.04,Non-binary,Associate Degree,Employed
6406,48,50957,2.91,22,80.52,Prefer not to say,Bachelor's Degree,Employed
6407,34,30376,3.95,39,43.2,Male,Bachelor's Degree,Student
6408,38,52334,2.12,57,25.52,Non-binary,Associate Degree,Employed
6409,30,53848,3.63,42,93.27,Female,Associate Degree,Self-employed
6410,36,60635,1.71,36,63.74,Non-binary,Doctorate,Self-employed
6411,39,70308,3.17,37,80.57,Female,Doctorate,Employed
